"","GSM461176_untreated_single","GSM461177_untreated_paired","GSM461178_untreated_paired","GSM461179_treated_single","GSM461180_treated_paired","GSM461181_treated_paired","GSM461182_untreated_single"
"FBgn0037254",10.2659807524495,16.3656119054039,6.82292305669124,13.1641505183403,8.97185385558216,9.20126189626684,8.59508156662479
"FBgn0037255",1799.47976903651,2007.12540296989,1864.93230216227,1622.28796093664,1751.75446530242,1831.0511173571,1327.32616764591
"FBgn0085386",178.921378828406,155.473313101337,172.847384102845,214.498217269427,215.324492533972,195.986878390484,158.395074584943
"FBgn0085454",0.73328433946068,4.67588911582967,1.13715384278187,2.32308538558946,1.12148173194777,0,0
"FBgn0051526",6.59955905514612,26.8863624160206,3.41146152834562,20.1334066751087,6.72889039168662,13.8018928444003,7.36721277139268
"FBgn0037260",27.1315205600452,11.6897227895742,9.09723074225499,30.9744718078595,16.8222259792166,19.3226499821604,14.7344255427854
"FBgn0265376",0.73328433946068,0,0,3.09744718078595,3.36444519584331,1.84025237925337,0
"FBgn0087012",3.6664216973034,3.50691683687226,9.09723074225499,15.4872359039298,14.579262515321,9.20126189626684,8.59508156662479
"FBgn0037261",1940.27036221296,2376.52064312043,2070.75714770579,2065.22290778903,2248.57087255528,2167.81730276047,2255.59497684139
"FBgn0037262",994.333564308682,796.070121970002,813.064997589039,895.16223524714,998.118741433516,920.126189626683,773.557340996231
"FBgn0037263",13.1991181102922,15.1966396264464,9.09723074225499,14.7128741087333,16.8222259792166,16.5622714132803,22.101638314178
"FBgn0040466",250.783244095553,137.938728916975,159.201537989462,302.00110012663,207.474120410338,258.555459285098,233.295071094101
"FBgn0022981",2.19985301838204,1.16897227895742,3.41146152834562,5.42053256637541,0,1.84025237925337,0
"FBgn0087013",12913.870502242,15649.031898403,16130.5272598609,11724.61194107,14921.3144435651,14490.147234241,15212.0665041306
"FBgn0037265",260.315940508541,241.977261744186,225.156460870811,223.016197016588,195.137821358912,227.271168837791,214.87703916562
"FBgn0263346",3296.84639021522,3150.38029179024,2602.94514612771,2951.09280149381,2933.79621077537,2930.60191396099,2351.3687428695
"FBgn0265040",1.46656867892136,0,0,1.54872359039298,5.60740865973885,0,2.45573759046423
"FBgn0037270",7107.72510239237,8090.45714266429,9520.25197176984,5923.09337145794,8962.88200172658,8916.02277748256,7378.26359054977
"FBgn0027570",38.864069991416,67.8003921795303,52.3090767679662,27.1026628318771,22.4296346389554,25.7635333095471,41.7475390378918
"FBgn0026620",5095.59287491227,4539.11935919166,4081.24514174414,5323.73734197585,4382.75060845189,4058.6766224433,4803.42272694803
"FBgn0010750",1401.30637270936,1276.5177286215,1479.43714945922,1053.13204146722,1473.62699577937,1463.92076769605,1194.71633776085
"FBgn0264907",2.93313735784272,1.16897227895742,1.13715384278187,7.74361795196488,4.48592692779108,6.44088332738678,2.45573759046423
"FBgn0037275",13.9324024497529,5.84486139478709,11.3715384278187,30.9744718078595,7.85037212363439,6.44088332738678,13.5065567475532
"FBgn0037276",6.59955905514612,3.50691683687226,3.41146152834562,5.42053256637541,0,1.84025237925337,0
"FBgn0260794",9602.35842523761,10594.3957641911,8439.95582112706,9371.3264454679,10730.3372112763,9936.44272177855,8444.05370481124
"FBgn0026417",169.388682415417,226.780622117739,247.899537726448,326.780677572918,278.127469523047,261.315837853978,291.004904470011
"FBgn0037279",1454.10284515053,1575.7746320346,1471.47707255974,1602.92891605673,1462.41217845989,1295.53767499437,1924.07040212872
"FBgn0037280",0.73328433946068,0,2.27430768556375,3.87180897598244,0,1.84025237925337,0
"FBgn0037282",1182.05435521062,1326.78353661667,1249.73207321728,1224.26599820565,1249.33064938982,1297.37792737362,1351.88354355056
"FBgn0003002",21.9985301838204,0,3.41146152834562,10.8410651327508,2.24296346389554,0,6.13934397616057
"FBgn0004913",2475.56793001926,2624.3427662594,2319.79383927502,2377.29071125322,2138.6656628244,2236.82676698247,2512.2195550449
"FBgn0265082",5280.38052845636,5474.29718235759,5034.18006199535,4476.5855380309,4973.77148118836,4942.91789067454,4378.58012379771
"FBgn0266698",3.6664216973034,2.33794455791484,1.13715384278187,2.32308538558946,2.24296346389554,0,1.22786879523211
"FBgn0004183",0.73328433946068,0,0,3.87180897598244,2.24296346389554,0.920126189626683,1.22786879523211
"FBgn0004436",3448.63624848358,2093.62935161274,2007.07653251001,2842.68215016631,1674.37222579802,1655.3070151384,2580.9802075779
"FBgn0037288",1.46656867892136,2.33794455791484,2.27430768556375,1.54872359039298,3.36444519584331,0,0
"FBgn0250839",4.39970603676408,0,2.27430768556375,6.1948943615719,2.24296346389554,0.920126189626683,1.22786879523211
"FBgn0037290",22.7318145232811,23.3794455791484,18.19446148451,233.857262149339,188.408930967225,187.705742683843,39.2918014474276
"FBgn0037291",1.46656867892136,2.33794455791484,2.27430768556375,3.09744718078595,0,0.920126189626683,2.45573759046423
"FBgn0267148",2.19985301838204,2.33794455791484,6.82292305669124,4.64617077117893,4.48592692779108,0,3.68360638569634
"FBgn0010313",80.6612773406748,112.221338779912,57.9948459818755,116.154269279473,88.5970568238739,75.450347549388,50.3426206045166
"FBgn0037293",956.202778656727,1101.17188677789,1205.38307334879,957.111178862859,975.68910679456,984.535022900551,1016.67536245219
"FBgn0037295",4.39970603676408,2.33794455791484,0,4.64617077117893,1.12148173194777,0,0
"FBgn0259212",5397.70602277007,5713.93649954386,4749.89160129989,4569.50895345447,4872.83812531306,4660.43915045915,4618.01453886798
"FBgn0263018",2.19985301838204,3.50691683687226,0,4.64617077117893,4.48592692779108,0.920126189626683,1.22786879523211
"FBgn0037296",9.53269641298884,12.8586950685316,2.27430768556375,13.1641505183403,8.97185385558216,8.28113570664015,3.68360638569634
"FBgn0037297",458.302712162925,440.702549166947,490.113306238987,473.909418660251,403.733423501197,474.785113847369,408.880308812294
"FBgn0037298",1636.69064567624,1955.69062269576,1908.14414818798,1769.41670202397,2157.73085226751,2266.27080505052,1704.28188778217
"FBgn0040682",6.59955905514612,3.50691683687226,11.3715384278187,4.64617077117893,7.85037212363439,4.60063094813342,11.050819157089
"FBgn0037299",700.286544184949,679.17289407426,755.070151607164,672.146038230551,598.871244860109,674.452496996359,624.985216773145
"FBgn0040208",1465.10211024244,1576.94360431356,1446.45968801854,1189.41971742181,1558.8596074074,1483.24341767821,1366.61796909334
"FBgn0037301",1239.25053368855,1290.54539596899,1258.82930395953,1420.95389418556,1462.41217845989,1412.39370107696,1354.33928114102
"FBgn0087005",5.13299037622476,7.01383367374451,0,5.42053256637541,3.36444519584331,3.68050475850673,1.22786879523211
"FBgn0260462",7356.30849346954,8904.06184881866,9285.99828015678,7178.33384147144,8313.54407892882,8812.96864424437,7348.7947394642
"FBgn0053293",6.59955905514612,9.35177823165935,20.4687691700737,8.51797974716137,4.48592692779108,2.76037856888005,3.68360638569634
"FBgn0264789",34.464363954652,78.321142690147,53.446230610748,70.4669233628804,39.251860618172,40.4855523435741,157.16720578971
"FBgn0037304",15.3989711286743,11.6897227895742,12.5086922706006,10.8410651327508,17.9437077111643,11.9616404651469,9.8229503618569
"FBgn0037305",666.555464569758,666.314199005728,892.66576658377,925.362345259803,805.223883538499,900.803539644523,860.736025457711
"FBgn0264785",2272.44816798865,2376.52064312043,2228.82153185247,1932.80704081043,1912.12635297095,2015.07635528244,2246.99989527477
"FBgn0037307",10.2659807524495,1.16897227895742,4.54861537112749,4.64617077117893,5.60740865973885,9.20126189626684,4.91147518092845
"FBgn0267443",43.2637760281801,33.9001960897651,36.3889229690199,22.4564920606981,22.4296346389554,16.5622714132803,38.0639326521955
"FBgn0013576",4382.84049695648,4568.34366616559,4117.63406471316,3109.0626077139,3197.34441778309,3012.49314483776,4393.3145493405
"FBgn0051538",19.0653928259777,19.8725287422761,14.7829999561644,24.0052156510911,16.8222259792166,10.1213880858935,29.4688510855707
"FBgn0037310",2.93313735784272,4.67588911582967,2.27430768556375,2.32308538558946,0,0.920126189626683,2.45573759046423
"FBgn0037312",2166.85522310631,2633.69454449106,2814.45576088514,1659.45732710607,2634.36058834531,2877.23459496264,2405.39496985971
"FBgn0037313",1894.8067331664,2076.09476742838,2526.75583866132,1562.66210270651,1869.51004715693,2109.84935281399,2331.72284214578
"FBgn0250746",1845.67668242253,2211.69555178744,2401.66891595532,2174.40792091174,2850.80656261123,2853.31131403235,2342.77366130287
"FBgn0037315",2750.54955731701,3353.78146832883,3146.50468297744,2676.19436419906,2957.34732714627,3117.3875304552,2330.49497335055
"FBgn0264912",2.19985301838204,7.01383367374451,4.54861537112749,5.42053256637541,0,6.44088332738678,4.91147518092845
"FBgn0003275",877.741354334434,843.997985407256,1026.84992003203,875.803190367228,961.109844279239,998.336915744952,973.699954619066
"FBgn0086695",497.900066493802,586.824084036624,571.988382919282,396.473239140602,499.059370716758,519.871297139076,585.693415325718
"FBgn0037317",306.512853894564,176.51481412257,269.505460739304,225.339282402178,238.875608904875,252.114575957711,214.87703916562
"FBgn0041707",1.46656867892136,4.67588911582967,10.2343845850369,5.42053256637541,5.60740865973885,8.28113570664015,3.68360638569634
"FBgn0001311",17.5988241470563,25.7173901370632,18.19446148451,24.7795774462876,30.2800067625898,27.6037856888005,12.2786879523211
"FBgn0264712",1486.3673560868,1444.84973679137,1362.31030365268,1276.92260027901,1288.58251000799,1294.61754880474,1491.86058620702
"FBgn0037324",1.46656867892136,0,0,0,3.36444519584331,2.76037856888005,2.45573759046423
"FBgn0037326",14.6656867892136,1.16897227895742,2.27430768556375,17.8103212895192,4.48592692779108,2.76037856888005,1.22786879523211
"FBgn0037325",30.7979422573486,0,1.13715384278187,10.8410651327508,1.12148173194777,0,0
"FBgn0037327",5825.21079267564,5995.6588187726,6080.36159735468,4988.43868465577,5667.96867326403,5838.20067318131,5686.26039071992
"FBgn0037328",31156.5182993448,31205.7149867683,34423.9211286929,20275.8892454248,30198.1385961576,29306.9392657995,24325.3087023434
"FBgn0037329",781.681105865085,893.094821123468,968.855074050156,613.294541795618,848.961671084462,886.081520610496,757.595046658214
"FBgn0037330",500.099919512184,500.320135393775,508.307767723497,549.02251279431,659.431258385289,665.251235100092,590.604890506646
"FBgn0011715",1508.36588627062,1490.43965567071,1610.20984137913,1341.19462928032,1710.25964122035,1754.68064361809,1493.08845500225
"FBgn0037332",442.17045669479,419.661048145713,362.752075847418,465.391438913089,435.134911995735,446.261201968941,460.450798212042
"FBgn0015402",1008.26596675844,1130.39619375182,988.186689377448,905.228938584694,1120.36025021582,1125.31432991343,888.97700774805
"FBgn0051550",1879.40776203772,2050.37737729131,1750.0797640413,1580.47242399603,1961.47154917665,1945.14676487081,1351.88354355056
"FBgn0051547",20.531961504899,33.9001960897651,22.7430768556375,23.2308538558946,28.0370432986943,11.0415142755202,17.1901631332496
"FBgn0010399",8.79941207352816,8.18280595270193,4.54861537112749,16.2615976991262,8.97185385558216,13.8018928444003,9.8229503618569
"FBgn0010051",3860.00876292102,4385.98399064823,3788.9966041492,3436.61764708201,4101.258693733,3459.67447299633,3557.13589978743
"FBgn0264427",5.86627471568544,5.84486139478709,4.54861537112749,6.96925615676839,13.4577807833732,2.76037856888005,2.45573759046423
"FBgn0037336",2084.72737708671,2239.75088648241,2024.13384015173,2062.89982240344,1991.75155593924,1803.4473316683,1994.05892345695
"FBgn0014342",257.382803150699,246.653150860015,277.465537638777,304.32418551222,318.500811873167,320.203913990086,300.827854831868
"FBgn0086768",1043.46361505255,1175.98611263116,1328.19568836923,1030.67554940653,1109.14543289635,1394.91130347405,1166.47535547051
"FBgn0037338",382.774425198475,331.988127223907,353.654845105163,432.09388171964,352.1452638316,287.079371163525,363.449163388705
"FBgn0037339",1631.55765530001,1567.5918260819,1634.09007207755,1683.46254275716,1684.46556138555,1688.43155796496,1425.55567126448
"FBgn0263484",0,2.33794455791484,1.13715384278187,2.32308538558946,2.24296346389554,0,3.68360638569634
"FBgn0037340",217.785448819822,192.880426027974,252.448153097576,249.344498053269,296.071177234211,265.916468802112,228.383595913173
"FBgn0037341",398.173396327149,320.298404434333,376.3979219608,274.124075499557,340.930446512122,326.644797317473,434.665553512168
"FBgn0037342",524.298302714386,556.430804783731,545.833844535299,480.104313021822,562.983829437781,583.360004223317,586.92128412095
"FBgn0041191",1487.10064042626,1100.00291449893,1223.5775348333,1031.44991120172,933.072800980545,925.646946764444,1315.04747969359
"FBgn0023023",393.040405950924,467.588911582967,451.450075584404,465.391438913089,541.675676530773,437.980066262301,494.831124478542
"FBgn0037344",6730.81695190958,6852.51549924839,5343.48590723202,5293.53723196319,5800.30351763387,5575.04458294808,4889.37354261427
"FBgn0037345",219.252017498743,155.473313101337,159.201537989462,271.026628318771,170.465223256061,186.785616494217,158.395074584943
"FBgn0014366",833.744293966793,840.491068570384,865.374074357006,854.895421896922,885.970568238739,821.672687336628,795.658979310409
"FBgn0015324",6546.76258270495,5807.45428186046,5773.33005980357,6356.73597676797,5510.96123079134,5634.85278527381,7241.970154279
"FBgn0250753",10975.066708708,8891.20315375012,8754.94743557764,12074.6234724988,8396.53372709296,7936.08838553014,10352.1618126019
"FBgn0082961",5.86627471568544,5.84486139478709,1.13715384278187,3.09744718078595,0,1.84025237925337,8.59508156662479
"FBgn0082962",7.3328433946068,2.33794455791484,3.41146152834562,6.1948943615719,1.12148173194777,1.84025237925337,11.050819157089
"FBgn0082978",7.3328433946068,1.16897227895742,2.27430768556375,5.42053256637541,3.36444519584331,0.920126189626683,3.68360638569634
"FBgn0082979",1.46656867892136,2.33794455791484,3.41146152834562,6.1948943615719,5.60740865973885,1.84025237925337,7.36721277139268
"FBgn0082954",1.46656867892136,0,2.27430768556375,3.87180897598244,1.12148173194777,0,3.68360638569634
"FBgn0086662",2.19985301838204,4.67588911582967,5.68576921390937,5.42053256637541,4.48592692779108,7.36100951701347,1.22786879523211
"FBgn0082988",1.46656867892136,1.16897227895742,0,5.42053256637541,1.12148173194777,0,3.68360638569634
"FBgn0037347",397.440111987689,372.902156987417,423.021229514857,418.9297312013,343.173409976018,398.414640108354,395.37375206474
"FBgn0261004",2193.25345932689,1954.5216504168,1934.29868657197,2182.9259006589,2182.40345037036,2392.32809302938,2023.52777454252
"FBgn0017550",1974.73472616761,2111.1639357971,1851.28645604889,1603.70327785193,1756.24039223021,1740.87875077369,1766.90319633901
"FBgn0263619",1.46656867892136,1.16897227895742,4.54861537112749,4.64617077117893,4.48592692779108,3.68050475850673,6.13934397616057
"FBgn0019637",1531.83098513336,1889.05920279519,1745.53114867018,1519.29784217551,2001.84489152677,2088.68645045257,1671.12943031091
"FBgn0044823",254.449665792856,259.511845928547,201.276230172392,300.452376536237,287.099323378629,221.750411700031,240.662283865494
"FBgn0037350",213.385742783058,161.318174496124,147.829999561644,145.58001749694,143.549661689315,117.776152272215,173.129500127728
"FBgn0037351",47340.103671242,58023.1080383304,69593.8151782506,33354.0856044983,62736.8095668902,62010.0642975111,53343.5319400639
"FBgn0051551",26.3982362205845,32.7312238108077,23.8802306984193,29.4257482174665,35.8874154223287,10.1213880858935,9.8229503618569
"FBgn0051549",595.426883642072,718.917951558812,818.750766802949,677.566570796927,1004.8476318252,1055.38473950181,674.09996858243
"FBgn0037354",551.429823274431,724.7628129536,706.172536367543,525.791658938415,663.91718531308,694.695273168146,645.858986292091
"FBgn0051546",41.7972073492588,52.6037525530838,64.8177690385668,66.595114386898,89.7185385558216,82.8113570664015,55.2540957854451
"FBgn0051548",530.897861769532,693.200561421749,698.21245946807,459.196544551517,612.329025643483,645.008458928305,768.645865815303
"FBgn0037356",244.183685040406,317.960459876418,312.717306765015,298.129291150648,426.163058140153,406.695775814994,314.334411579421
"FBgn0027951",3664.22184428502,3859.9464651174,3229.51691350052,2954.1902486746,3357.71630545162,3184.55674229795,3165.44575410839
"FBgn0262125",4659.28869293316,5796.93353134984,6014.40667447333,4378.24159004094,6159.17767185716,6397.63739647433,5777.12268156709
"FBgn0037358",912.939002628547,1004.14718762442,1108.72499671233,1088.75268404626,1113.63135982414,1005.69792526196,1261.02125270338
"FBgn0037359",214.119027122519,187.035564633187,219.470691656902,259.411201390823,253.454871420196,288.919623542779,292.232773265243
"FBgn0037360",2311.31223798006,2709.6777426233,2819.00437625626,2205.3823927196,2624.26725275778,2822.94714977466,2277.69661515557
"FBgn0264902",5.13299037622476,3.50691683687226,2.27430768556375,8.51797974716137,2.24296346389554,0.920126189626683,1.22786879523211
"FBgn0046222",1172.52165879763,1197.0276136524,1253.14353474562,1050.80895608163,1213.44323396749,1193.40366794581,1125.95568522785
"FBgn0010772",1733.48417848505,1704.36158271992,1686.39914884552,1451.92836599341,1417.55290918198,1481.40316529896,1474.67042307377
"FBgn0037363",2695.55323185746,2987.89314501516,2599.53368459936,2170.53611193576,2151.00196187582,2283.75320265343,2332.95071094101
"FBgn0037364",542.630411200903,487.461440325243,462.821614012222,593.935496915706,617.936434303222,533.673189983476,583.237677735254
"FBgn0261261",1620.5583902081,2132.20543681833,1861.52084063393,1344.2920764611,1694.55889697308,1490.60442719523,2080.0097391232
"FBgn0037365",5.86627471568544,7.01383367374451,5.68576921390937,7.74361795196488,6.72889039168662,0,6.13934397616057
"FBgn0004878",5.86627471568544,9.35177823165935,7.96007689947311,11.6154269279473,7.85037212363439,3.68050475850673,6.13934397616057
"FBgn0037368",101.926523185035,82.9970318059767,113.715384278187,99.8926715803469,107.662246266986,90.172366583415,88.4065532567121
"FBgn0037369",356.37618897789,329.650182665992,349.106229734035,455.324735575535,496.816407252862,472.944861468115,400.285227245669
"FBgn0037370",701.753112863871,716.580007000897,809.653536060694,757.325835702165,871.391305723418,899.883413454896,745.316358705893
"FBgn0037371",1184.98749256846,1215.73117011572,1248.5949193745,1314.86632824364,1278.48917442046,1290.93704404624,1284.35075981279
"FBgn0027497",2094.2600734997,2671.1016574177,2290.22783936269,1877.82735335148,2715.10727304555,2936.12267109875,2076.3261327375
"FBgn0037372",296.246873142115,296.918958855184,343.420460520126,314.390888849774,365.603044614973,329.405175886353,373.272113750562
"FBgn0266672",1985.00070692006,2170.78152202393,2150.35791670052,1890.21714207463,2046.70416080468,1977.35118150774,2084.92121430413
"FBgn0027608",13.1991181102922,26.8863624160206,18.19446148451,17.8103212895192,21.3081529070076,12.8817666547736,11.050819157089
"FBgn0037374",1317.71195801084,1497.45348934445,1540.84345696944,1496.06698831961,1542.03738142818,1580.77679377864,1886.00646947653
"FBgn0037375",64.5290218725398,65.4624476216154,98.932384322023,31.748833603056,60.5600135251796,53.3673189983476,52.7983581949809
"FBgn0037376",1568.49520210639,1554.73313101337,1614.75845675026,1565.7595498873,1399.60920147082,1428.95597249024,1610.96385934453
"FBgn0028690",2478.5010673771,2260.79238750365,2344.81122381622,2840.35906478072,2840.7132270237,2857.91194498048,2423.81300178819
"FBgn0037377",520.631881017083,587.993056315581,628.846075058376,501.786443287324,513.638633232079,499.628520967289,588.149152916182
"FBgn0037378",500.833203851644,552.923887946859,620.885998158903,556.766130746275,649.337922797759,677.212875565239,667.96062460627
"FBgn0037379",1605.15941907943,1567.5918260819,1353.21307291043,1514.65167140433,1382.7869754916,1277.13515120184,1450.11304716913
"FBgn0263353",19.7986771654384,15.1966396264464,4.54861537112749,32.5231953982525,34.7659336903809,21.1629023614137,7.36721277139268
"FBgn0261561",115.858925634787,93.5177823165935,113.715384278187,154.872359039298,153.642997276845,152.740947478029,93.3180284376406
"FBgn0037382",849.876549434928,736.452535743174,891.528612740989,868.833934210459,914.007611537433,878.720511093483,763.734390634374
"FBgn0037383",250.783244095553,305.101764807886,293.385691437723,242.375241896501,260.183761811883,279.718361646512,257.852446998744
