"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0001224",866.049433323325,-1.48688262948499,0.152955626575501,-9.72100643026067,2.45344373720716e-22,5.43499123884817e-20
"FBgn0001137",667.629808243101,1.39837141681413,0.144289415564804,9.69143447799251,3.2789057198238e-22,7.08643502033138e-20
"FBgn0040099",1269.36944949142,1.82014057035371,0.188452341579064,9.65836006654278,4.53058213791575e-22,9.55844960096941e-20
"FBgn0260011",131.774178794381,-2.40041497856025,0.258068146344298,-9.30147719725847,1.38507773987816e-20,2.8542264774559e-18
"FBgn0040271",1617.97470309534,-0.94103006862457,0.10134271533691,-9.28562122591788,1.6076656945638e-20,3.23761948171133e-18
"FBgn0262057",1072.92627002389,0.988795981361656,0.106817238498647,9.25689519088421,2.10463048497709e-20,4.14425127275155e-18
"FBgn0038149",1500.14355046707,-1.08830021518622,0.118263294769148,-9.202349869506,3.50205948099945e-20,6.74603240459481e-18
"FBgn0039257",841.708189814514,1.09801993575664,0.121768972640421,9.01723905480462,1.9288917623376e-19,3.63657657576031e-17
"FBgn0261584",263.566132019374,2.183774158234,0.24246160011377,9.00668046902811,2.12387780285644e-19,3.92076691898144e-17
"FBgn0261552",8903.67472419755,1.81704807789526,0.203392300552143,8.93371122192226,4.11951737950078e-19,7.449600714236e-17
"FBgn0037153",194.583137690569,-1.70013929504589,0.19115446512583,-8.89406006774024,5.89158236650899e-19,1.04410622699272e-16
"FBgn0265276",224.6658006027,-1.82096204455572,0.204994136985452,-8.88299573506803,6.50834596789382e-19,1.13079320826485e-16
"FBgn0051642",156.189754227611,-1.9793934120331,0.223720711327233,-8.84760914754051,8.94141701403512e-19,1.52365184925702e-16
"FBgn0031449",1392.05455497699,0.863907363997831,0.0990280407483218,8.72386606328442,2.68861093581027e-18,4.49505311362544e-16
"FBgn0030041",123.445033534585,2.78786751383625,0.319689660220329,8.72054326660069,2.76870122024581e-18,4.5432336134441e-16
"FBgn0034389",170.983207765658,2.01444865997336,0.235983234164347,8.53640584724945,1.38461408829026e-17,2.21565604386361e-15
"FBgn0261596",24584.4140814475,1.07084882305809,0.12546401712777,8.53510709742029,1.4002566127566e-17,2.21565604386361e-15
"FBgn0003137",6674.69729357291,-0.91934520931989,0.108149068602645,-8.5007223936222,1.88414464171125e-17,2.92901853863217e-15
"FBgn0261284",76.2853441197894,-2.32709532866374,0.274533893099136,-8.47653199535335,2.3200595548765e-17,3.54449098547598e-15
"FBgn0051195",1364.29281560001,-0.814708074868832,0.0966681958529081,-8.42788124553917,3.51979990701435e-17,5.19815782934235e-15
"FBgn0063498",486.279031314877,1.40574095312515,0.166761613925074,8.42964348951883,3.46719892690112e-17,5.19815782934235e-15
"FBgn0261362",8573.87507240094,-1.52993450877093,0.184686147377989,-8.28397002423622,1.19135608111054e-16,1.73059118601975e-14
"FBgn0001225",607.724577322589,-1.36780821899271,0.165173669266609,-8.28103065740408,1.22113744180636e-16,1.74524175352357e-14
"FBgn0032598",472.931871186958,-1.13450829913424,0.137055850201917,-8.27770793777014,1.25568741726676e-16,1.76613431815885e-14
"FBgn0039479",253.816060581646,-1.52652356367888,0.184634908225675,-8.26779496005734,1.36459315904734e-16,1.88932187223726e-14
"FBgn0031912",1975.10340760204,1.10499672704849,0.134077314931013,8.24148908125917,1.70080456932738e-16,2.31858912135537e-14
"FBgn0034438",108.800135735521,-1.81302766288494,0.221712908844945,-8.17736627213205,2.90115121814593e-16,3.8950152945441e-14
"FBgn0261800",54980.0386420513,0.746108428092579,0.0918200252317739,8.12577023595057,4.44530403162978e-16,5.8790804513838e-14
"FBgn0037239",1129.77154747685,0.891351615591285,0.110587705397247,8.06013301740391,7.62114734953051e-16,9.93102745061615e-14
"FBgn0036985",2821.0272448036,1.33406875677507,0.166996684512875,7.98859426860186,1.36486080087687e-15,1.75275819660434e-13
"FBgn0032004",1440.47237419708,1.19657608839286,0.150420271491515,7.95488584436143,1.79296749431685e-15,2.26964070959166e-13
"FBgn0037646",60.0031103291356,2.70477088968901,0.342847775030844,7.88913064827584,3.0429882885365e-15,3.79773510207351e-13
"FBgn0038528",230.921418878596,-1.38118343825468,0.178025141700569,-7.75836168454106,8.60335030100508e-15,1.05880954190564e-12
"FBgn0053307",1496.23022989739,1.46373666493068,0.189006643309044,7.744366225992,9.60597696424146e-15,1.16600769698827e-12
"FBgn0031150",1189.27227896208,-1.19721292559136,0.154774019886289,-7.73523183329437,1.03214844165054e-14,1.23592801911695e-12
"FBgn0033065",44.6518039687047,-2.9779405949744,0.387122585613357,-7.69250027160299,1.44287174894183e-14,1.70470487564981e-12
"FBgn0035968",428.342158016011,-1.0841660294937,0.141447138377625,-7.66481416258327,1.79090320829233e-14,2.08805175377347e-12
"FBgn0050463",64.9171666659316,-2.40768211147118,0.316160700079121,-7.615374431005,2.62928143315836e-14,3.02572243885925e-12
"FBgn0027515",657.381653961819,-0.887177514427561,0.11672600855927,-7.60051273386155,2.9495973737062e-14,3.35081824723214e-12
"FBgn0030237",2887.82818591973,0.927754879064395,0.12283393406402,7.55292001460167,4.25606395328257e-14,4.77379527721986e-12
"FBgn0034885",239.475502477237,-1.62127493286634,0.214894530353741,-7.54451465189708,4.53974994814886e-14,5.02834053631838e-12
"FBgn0000567",378.819433132757,1.25600324766161,0.166933836756278,7.52395842608806,5.31422488908877e-14,5.8134995978044e-12
"FBgn0038198",92.4174885947521,-2.33570100049564,0.311013210573593,-7.50997359947499,5.9139288414695e-14,6.39064920295868e-12
"FBgn0003502",1765.58468284259,-0.720599189339909,0.0966218778333356,-7.45792987570455,8.78924232028036e-14,9.38331038554268e-12
"FBgn0033775",68.2287350807677,-1.99793597851872,0.268657486911887,-7.43674036962162,1.03200097310784e-13,1.08863816937007e-11
"FBgn0031703",131.451731102842,1.90195781351512,0.256635974066505,7.41111147972668,1.25245243792927e-13,1.30564482970485e-11
"FBgn0038805",1106.03460128442,-0.748866909751527,0.10142287285978,-7.38360971875502,1.54054600854255e-13,1.58729978856925e-11
"FBgn0035727",100.156912304014,-1.66275403477198,0.226063581879523,-7.3552494433098,1.905709033494e-13,1.9409756029644e-11
"FBgn0024984",175.212623817808,-1.47373397029051,0.200874516128371,-7.33659001995408,2.19104462629618e-13,2.20623254927392e-11
"FBgn0002868",158.213293268604,2.19709509421763,0.299772925363864,7.32919789721103,2.31534276679102e-13,2.30519688275677e-11
"FBgn0035344",114.251312276762,1.61348147621732,0.221179020183175,7.29491194454645,2.98854470051485e-13,2.94238828791801e-11
"FBgn0036684",1441.18359667746,0.848640296216668,0.116363491690474,7.29301161290387,3.03101954116574e-13,2.95141364332633e-11
"FBgn0031359",971.133956297936,0.86171562968695,0.118697730595533,7.25974814651917,3.87811722047175e-13,3.73521703158698e-11
"FBgn0024491",1266.68020954728,-1.01456445156352,0.139906846375014,-7.25171410728552,4.11529834186799e-13,3.9210385599239e-11
"FBgn0031322",580.289880030127,1.39925527798395,0.193328292689762,7.23771600377894,4.56303664176959e-13,4.3013901790128e-11
"FBgn0052625",223.151794258012,-1.55798398495489,0.215948994581147,-7.21459244566869,5.40957467582687e-13,5.04570960026336e-11
"FBgn0000406",390.71836530394,2.0408925385043,0.283819681900383,7.19080694065688,6.44095038059343e-13,5.945131387754e-11
"FBgn0053516",1038.4231848837,0.840808512782025,0.117324348082061,7.16653044766063,7.69222977330023e-13,7.02689154857869e-11
"FBgn0034405",3358.59289268534,-0.652320297938226,0.0911832191820228,-7.15395117424012,8.43150665814829e-13,7.62363066304613e-11
"FBgn0037635",281.806730084133,1.01281159334149,0.141865025318647,7.13926206312364,9.38332899331185e-13,8.39855335451882e-11
"FBgn0015371",547.235981330887,1.02103871733362,0.143357604437179,7.1223198890789,1.06125390375947e-12,9.40377084121265e-11
"FBgn0033426",534.091871374363,0.992248702820538,0.13981577751221,7.09682927403442,1.27651587162429e-12,1.11992149885771e-10
"FBgn0039640",107.434209246968,1.7249101494733,0.243963124465014,7.07037243130844,1.54518426443052e-12,1.34234095756067e-10
"FBgn0031327",1120.98003436824,-1.22121057924318,0.172967094664783,-7.0603636004289,1.66067486386094e-12,1.42866407462833e-10
"FBgn0261560",2662.23463009609,0.909916814173706,0.12939656816214,7.03200113494152,2.03592146806753e-12,1.73464424312946e-10
"FBgn0030598",55.9631227160013,-2.20640866889379,0.31425375309596,-7.02110522836,2.20119988096107e-12,1.85760306144724e-10
"FBgn0004369",1148.55348094208,0.843005743121031,0.121372381235047,6.9456142702555,3.76817068626253e-12,3.14997740103512e-10
"FBgn0063492",874.385425743275,-0.774764420334474,0.111723153264303,-6.93468092957969,4.07139026185412e-12,3.37164384208312e-10
"FBgn0051431",3448.3256845035,0.742949997527786,0.107201418794174,6.93041198413843,4.19616776000387e-12,3.44280023346244e-10
"FBgn0038476",1969.05172122087,-0.682103881465638,0.0986255470915274,-6.91609731536014,4.64255541269151e-12,3.77409940475775e-10
"FBgn0020248",52.4738054130507,-1.99983827644624,0.291746100418487,-6.85472153210487,7.14515652179581e-12,5.70389476933628e-10
"FBgn0001258",2233.47555035268,-0.952039918196034,0.13887045625779,-6.85559725121613,7.10151905106582e-12,5.70389476933628e-10
"FBgn0030037",1048.41593279297,-0.709903609933489,0.10365843824783,-6.84848838100595,7.46343951341107e-12,5.90478013645853e-10
"FBgn0035761",832.965632232836,-0.733799255676041,0.107893710904158,-6.80113094198672,1.03801019607536e-11,8.13965340479976e-10
"FBgn0052412",1654.04213854053,0.661447660652476,0.0974658999779074,6.78645209044811,1.14924643717854e-11,8.93287077178866e-10
"FBgn0261808",588.576275354905,0.872585223252736,0.128936774391111,6.76754345200131,1.30987318796023e-11,1.00928576682744e-09
"FBgn0004893",694.717832883065,0.855061456497679,0.126408183333224,6.76428878218792,1.33965639798099e-11,1.02333580538875e-09
"FBgn0028327",6024.21261396731,-0.615575511785051,0.0912597244208534,-6.74531416450769,1.52696260495207e-11,1.15644578140857e-09
"FBgn0038865",405.783854319587,1.01122145885292,0.15026322608146,6.72966690003525,1.70051929326838e-11,1.27697469980095e-09
"FBgn0267252",158.76280154464,1.41514441620055,0.210333164069828,6.7281088194477,1.71882362805987e-11,1.27987362758307e-09
"FBgn0005660",281.195403553256,-1.0091429623296,0.150277490359498,-6.7151970658779,1.87812222829274e-11,1.38683675540849e-09
"FBgn0051363",10806.0830607589,-0.910058908462426,0.136075749701862,-6.68788458234722,2.26419591343462e-11,1.65810247842513e-09
"FBgn0033367",22435.988711193,-1.47545293337011,0.220807070059172,-6.68209098999737,2.35556685122854e-11,1.71087523514231e-09
"FBgn0037739",459.033484818774,-0.799314281591131,0.120946988875184,-6.60879852425276,3.87451590745831e-11,2.79122645983643e-09
"FBgn0023549",266.292112631012,1.48431575898725,0.225527171396023,6.58153848957212,4.65604936651704e-11,3.32719785779899e-09
"FBgn0031689",401.726461933807,-0.949340586137948,0.146207537217216,-6.49310291525902,8.40862042168233e-11,5.96070284452217e-09
"FBgn0266005",581.484949427287,0.959038992436869,0.147798425411618,6.48883091796105,8.65049798486094e-11,6.08349703522641e-09
"FBgn0032638",187.695245067448,1.50169915863148,0.231603188336269,6.48393128531176,8.93629336163754e-11,6.2349996438953e-09
"FBgn0039464",1233.51961161083,-1.13726285130122,0.175572375431354,-6.47745893115096,9.32801504250543e-11,6.45746416340942e-09
"FBgn0039113",696.550229583063,-0.913616846978184,0.141111923062536,-6.47441284301184,9.51813322282505e-11,6.53799833236068e-09
"FBgn0032029",477.497541924219,0.928716282752453,0.143494665908084,6.47213105013495,9.66302544637359e-11,6.58646680617818e-09
"FBgn0034638",2605.18888356098,0.903269259994978,0.140383471863704,6.4342991949362,1.24044306331543e-10,8.39050838476183e-09
"FBgn0086365",5089.68550927346,0.561227031629254,0.0873224542367758,6.42706433911581,1.30091769843161e-10,8.73290282257766e-09
"FBgn0040388",2190.69945163539,1.05187828624958,0.163834880137643,6.42035618645956,1.35955856884762e-10,9.05793118688629e-09
"FBgn0051337",1398.84734028952,0.989474901655761,0.154261979330763,6.41425000475433,1.41517808463992e-10,9.35812911044356e-09
"FBgn0031374",3025.69242694158,0.805591097005112,0.125931014995016,6.39708253790374,1.58373729172407e-10,1.03951823273829e-08
"FBgn0035147",28916.0602235157,1.10878920733343,0.173673339246974,6.38433747022429,1.72141099048244e-10,1.12157520490183e-08
"FBgn0034391",97.2444608059672,-1.55536892013428,0.244192233303111,-6.369444675186,1.89713836257649e-10,1.22704693655403e-08
"FBgn0039809",848.714571633335,0.905775674292496,0.143028356237869,6.33283985160334,2.40689357618709e-10,1.54546985352129e-08
"FBgn0035150",3864.19385674738,-0.549708783986927,0.0868620127468821,-6.32852919939573,2.47509024836936e-10,1.57782551732381e-08
"FBgn0031258",214.376605074336,1.34815762508446,0.213839371250877,6.30453418001684,2.89061930505403e-10,1.8295555472917e-08
"FBgn0037680",642.046366855814,-0.828967153448015,0.131807652461579,-6.28921870594467,3.19067692464147e-10,2.00514810136511e-08
"FBgn0043841",22167.0929935929,0.683838320539145,0.108915890297832,6.27859092616494,3.41655201278214e-10,2.13197657642694e-08
"FBgn0000116",957.330375591933,-1.28527632288096,0.204884687912943,-6.27316924448295,3.5377199155535e-10,2.19214938263773e-08
"FBgn0052521",4347.53056207008,0.829870483177707,0.132512926926613,6.26256247163945,3.78702081020283e-10,2.33033273605606e-08
"FBgn0003076",2218.49355527976,-0.720604555929144,0.11569006773471,-6.22875040216561,4.70170149355151e-10,2.8732259954731e-08
"FBgn0003447",54.9660240305046,-1.95912455109507,0.315367369484554,-6.21219802891188,5.22485221311519e-10,3.17105585345299e-08
"FBgn0039098",460.723561236971,1.02565937396417,0.165416764558646,6.20045602210131,5.62997907849222e-10,3.37075977125132e-08
"FBgn0020257",1629.87418887944,0.670565356649126,0.10814620370431,6.20054457466271,5.62681203460443e-10,3.37075977125132e-08
"FBgn0052681",237.855481507327,1.05255779058254,0.169940128143896,6.19369775743192,5.87688710904837e-10,3.49497293109246e-08
"FBgn0013272",20300.9223782331,0.499965717107912,0.0808195613990247,6.186196861914,6.16330320143897e-10,3.64086864453005e-08
"FBgn0031547",388.820839992116,1.45960457316521,0.236879298015736,6.16180723850442,7.19193669227887e-10,4.22038086293265e-08
"FBgn0033724",225.415195711146,-1.44952954978571,0.235599678788548,-6.15251072174282,7.62658139636674e-10,4.44599590481616e-08
"FBgn0015568",306.138325114475,-1.06109701426273,0.172628963490793,-6.14669168374706,7.91156994546502e-10,4.58198831939644e-08
"FBgn0038877",1472.15967469045,0.691659757750257,0.113062657872186,6.1174906973455,9.50603081019919e-10,5.46967136423215e-08
"FBgn0263041",161.690236113883,1.67343822448962,0.273643191535586,6.11540237891135,9.63136281213867e-10,5.5060326373136e-08
"FBgn0039886",1306.48094790482,0.66745769760937,0.109559655232873,6.09218508574773,1.11379800480265e-09,6.32651546189503e-08
"FBgn0034354",541.979502272467,-0.938049913179584,0.15415217077463,-6.08522026297644,1.1633126963873e-09,6.56567758132983e-08
"FBgn0039485",86.6899262508671,-1.41090144631427,0.232328077459431,-6.07288392235173,1.25633271463642e-09,7.04580011670463e-08
"FBgn0031548",79.9288443745405,1.90711743367837,0.314850705780716,6.05721187427357,1.38501113341576e-09,7.71860607119313e-08
"FBgn0038381",211.578866411659,1.11829464558543,0.185012759606661,6.04441903338415,1.49949331518839e-09,8.30438141617768e-08
"FBgn0029801",1811.13371134901,0.786515080524169,0.130556963522761,6.02430586084401,1.69836925336185e-09,9.34736021990023e-08
"FBgn0039593",63.812652328051,-1.87143063362367,0.311050661595399,-6.0164817654622,1.78248566334205e-09,9.74975645856414e-08
"FBgn0261238",1337.85131794825,-0.768078259777334,0.127988652323611,-6.00114342821032,1.95932817524913e-09,1.06512926140384e-07
"FBgn0033782",232.611439204642,1.33526255574803,0.223017679424821,5.98724979648147,2.13418884514723e-09,1.15311264371034e-07
"FBgn0030805",500.174210476288,-1.04849113567471,0.175201271644896,-5.98449500868822,2.17062245518835e-09,1.16569003487418e-07
"FBgn0036896",928.439923580449,0.848454946047318,0.142255194912345,5.96431607696379,2.45660801000355e-09,1.31132551666515e-07
"FBgn0029002",2264.11342764947,-1.44354521534311,0.242119716851558,-5.96211342931704,2.48996196937809e-09,1.32117083896163e-07
"FBgn0036299",953.988059744363,-0.939566218602011,0.158295715007612,-5.93551264831667,2.92928739174541e-09,1.53588257859504e-07
"FBgn0034718",715.340974437892,-1.39525661199474,0.235058978635343,-5.9357724605758,2.9246518534727e-09,1.53588257859504e-07
"FBgn0015541",2601.69242403437,-0.544720566789137,0.0920192391634822,-5.91963780336612,3.22651394323165e-09,1.68177294417504e-07
"FBgn0027949",2115.33523851155,-0.661239860465783,0.112792417026805,-5.86244960340412,4.56088060833013e-09,2.36338965324054e-07
"FBgn0036007",1846.07754012867,-0.753195979158696,0.129342126870136,-5.82328431876593,5.77022667101864e-09,2.97267317045908e-07
"FBgn0051038",1033.17903654684,0.920421240105238,0.158456649590876,5.80866276348579,6.29737901501017e-09,3.22549569086735e-07
"FBgn0263232",437.730591660436,-1.2419515239425,0.214558516141741,-5.78840470318151,7.10580430938929e-09,3.6186512635344e-07
"FBgn0030529",14162.0658282644,0.57786473925985,0.100055216410047,5.77545839181081,7.67438637506791e-09,3.8858707239701e-07
"FBgn0031516",1289.63155338045,-0.717954753513439,0.124604842187996,-5.76185275713628,8.31955639547103e-09,4.18861302387891e-07
"FBgn0005640",2339.69749576551,-0.673353559199852,0.117016909302533,-5.75432698755507,8.69876404869641e-09,4.35478803590389e-07
"FBgn0027348",348.790207195993,1.01015406925883,0.175723762675356,5.7485342555808,9.0020409523792e-09,4.48129690331641e-07
"FBgn0036821",609.148059702652,1.72457966622814,0.300369000890599,5.74153678014286,9.38211749566036e-09,4.64441023067299e-07
"FBgn0261278",1676.38951297483,-0.520344373123937,0.0919181738286855,-5.66095203429237,1.50535502667801e-08,7.41052827299657e-07
"FBgn0033635",3795.18692334239,-1.18705426133353,0.210590674050139,-5.63678456649468,1.73254631970165e-08,8.48181930324659e-07
"FBgn0027091",1735.10640143307,0.63751336293683,0.113746538803634,5.6046836206366,2.0863570580548e-08,1.01578076326503e-06
"FBgn0011274",1170.26678599409,0.765536020156214,0.136831749005431,5.59472509648202,2.20971611418175e-08,1.06996144741882e-06
"FBgn0026376",2025.41908508168,1.00471126311874,0.180093321735817,5.57883686876839,2.42132182928415e-08,1.16605069180907e-06
"FBgn0037683",2156.87186799306,0.843327411418832,0.151436287889764,5.56885950633393,2.5641212602062e-08,1.22154185412297e-06
"FBgn0031913",1450.81057530068,0.765590413857518,0.137471966763514,5.5690656930407,2.56108919477124e-08,1.22154185412297e-06
"FBgn0013576",3825.86184964436,0.491092144296914,0.0884769292397865,5.5505107208906,2.84836242165143e-08,1.34969729509376e-06
"FBgn0031117",496.475207985983,-0.992180753780939,0.179220984609988,-5.53607467306396,3.09325727566994e-08,1.45794429360167e-06
"FBgn0032036",11583.9152656919,0.585754587854511,0.105902030717216,5.5310987323616,3.182311325784e-08,1.49198204538476e-06
"FBgn0025836",128.466475312127,1.38105549234278,0.24980853094186,5.52845608248743,3.23061275082858e-08,1.50665576763642e-06
"FBgn0259224",446.694392837718,-1.10742613070418,0.200527610206805,-5.52256185351277,3.3409212738269e-08,1.54994258677383e-06
"FBgn0051523",6936.11461769424,0.844334993719328,0.153011357491973,5.51811974979452,3.42645924765113e-08,1.58134663507482e-06
"FBgn0037223",37.0079794062282,2.087316356564,0.378778774704199,5.5106476285374,3.57515807955387e-08,1.64142361362315e-06
"FBgn0004396",3535.51225638121,-1.07379999005852,0.195003407677283,-5.50657038689081,3.65891709483534e-08,1.67121981326474e-06
"FBgn0044047",774.162129182611,0.855643551579214,0.155746102505705,5.49383604349181,3.93295649105177e-08,1.78717576754922e-06
"FBgn0028514",840.578453915796,1.08055097981452,0.196843313917439,5.48939640524308,4.03309575506217e-08,1.82332966763295e-06
"FBgn0004507",2684.01285026157,-0.949509962891576,0.173280109669644,-5.4796246649532,4.26229043131979e-08,1.91716525441242e-06
"FBgn0266452",955.238557643309,0.684843692760377,0.125164372165711,5.47155457188474,4.46104926838799e-08,1.98639987774804e-06
"FBgn0267488",3539.89435654412,-0.621347960363267,0.113558720750635,-5.47160056274049,4.45989149789602e-08,1.98639987774804e-06
"FBgn0010223",81.7243227437224,1.35834068416162,0.248894127365354,5.45750395375016,4.82874403005543e-08,2.13937504251606e-06
"FBgn0038720",373.043636696498,-0.729395847355827,0.134022127091263,-5.44235390965808,5.25810784962823e-08,2.306539289879e-06
"FBgn0033368",96.3522637289767,-1.36212099920941,0.250249744669003,-5.44304650944214,5.23769643634448e-08,2.306539289879e-06
"FBgn0050069",1938.49540485844,0.948138583774115,0.174307514401827,5.43945903323705,5.34425959191004e-08,2.3327824750697e-06
"FBgn0043364",1691.89120314773,1.19448025260616,0.219826652415065,5.43373717191857,5.51858488246535e-08,2.39706767860419e-06
"FBgn0038341",637.320084952335,-0.855496415045617,0.157757457618535,-5.42285878563186,5.86533284623531e-08,2.53525435856054e-06
"FBgn0259821",256.594428817959,-1.02909147288699,0.190085280163724,-5.41384094549884,6.16869663196869e-08,2.65343790562498e-06
"FBgn0035266",558.560069974835,-1.05268952379227,0.195182160715873,-5.39336955760353,6.91485291416452e-08,2.960024718474e-06
"FBgn0001124",1860.98540012412,-0.663460187959129,0.123289189145461,-5.3813330475907,7.39362566149772e-08,3.14975562435246e-06
"FBgn0011674",143.536296475758,-0.942382784618061,0.175422443428231,-5.372076492616,7.78350756523059e-08,3.29998375767982e-06
"FBgn0039714",3363.96123327293,0.650465935215773,0.121205621941783,5.36663171885049,8.02206216585984e-08,3.38492823103257e-06
"FBgn0035232",2530.39810277649,0.555193395791831,0.103725232774158,5.35253940572648,8.67284082095536e-08,3.64218210969125e-06
"FBgn0013765",3956.93670356482,-0.476891503988021,0.0896264869099541,-5.32087690179293,1.03268263845546e-07,4.31632116007257e-06
"FBgn0027580",1936.78264386517,0.87480536617763,0.164524234387636,5.31718241652168,1.05386402499946e-07,4.3841732983663e-06
"FBgn0034400",8774.30597796653,0.545714519424424,0.102715203117173,5.3128894541726,1.0790049939594e-07,4.46778656610945e-06
"FBgn0010225",19203.9491354169,0.498857783441179,0.0939364745889391,5.31058660253276,1.09272943236834e-07,4.5035700001004e-06
"FBgn0265512",100.676821578819,1.97830390225925,0.37262543371844,5.3090952018967,1.10170779308898e-07,4.51955220118586e-06
"FBgn0010591",2411.61019443539,0.658579730629525,0.12408031162793,5.30768920539431,1.11023736308015e-07,4.53355450426414e-06
"FBgn0250904",41.4425363888196,-1.72317530972992,0.325723211472677,-5.2903055386781,1.22112193100003e-07,4.96346854614278e-06
"FBgn0262579",8096.31796669123,0.589151121149281,0.111639645751743,5.27725717134033,1.3113179748567e-07,5.30574820785626e-06
